index,City,State,Country,Region,Market,LocationID
20392,Shanghai,Shanghai,China,Eastern Asia,Asia Pacific,1760
20397,Taiyuan,Shanxi,China,Eastern Asia,Asia Pacific,1761
20399,Kuching,Sarawak,Malaysia,Southeastern Asia,Asia Pacific,1762
20402,Jakarta,Jakarta,Indonesia,Southeastern Asia,Asia Pacific,1763
20405,Jambi,Jambi,Indonesia,Southeastern Asia,Asia Pacific,1764
20406,Chennai,Tamil Nadu,India,Southern Asia,Asia Pacific,1765
20408,Depok,Jawa Barat,Indonesia,Southeastern Asia,Asia Pacific,1766
20409,Wuhan,Hubei,China,Eastern Asia,Asia Pacific,1767
20411,Islamabad,F.C.T.,Pakistan,Southern Asia,Asia Pacific,1768
20413,Kuantan,Pahang,Malaysia,Southeastern Asia,Asia Pacific,1769
20417,Jieshou,Anhui,China,Eastern Asia,Asia Pacific,1770
20418,Geelong,Victoria,Australia,Oceania,Asia Pacific,1771
20421,Shenzhen,Guangdong,China,Eastern Asia,Asia Pacific,1772
20423,Bhavnagar,Gujarat,India,Southern Asia,Asia Pacific,1773
20424,Palembang,Sumatera Selatan,Indonesia,Southeastern Asia,Asia Pacific,1774
20425,Imphal,Manipur,India,Southern Asia,Asia Pacific,1775
20429,Shijiazhuang,Hebei,China,Eastern Asia,Asia Pacific,1776
20437,Yangon,Yangon,Myanmar (Burma),Southeastern Asia,Asia Pacific,1777
20439,Albany,Western Australia,Australia,Oceania,Asia Pacific,1778
20443,Suzhou,Gansu,China,Eastern Asia,Asia Pacific,1779
20450,Jember,Jawa Timur,Indonesia,Southeastern Asia,Asia Pacific,1780
20452,Barddhaman,West Bengal,India,Southern Asia,Asia Pacific,1781
20455,Daegu,Daegu,South Korea,Eastern Asia,Asia Pacific,1782
20456,Guangzhou,Guangdong,China,Eastern Asia,Asia Pacific,1783
20464,Newcastle,New South Wales,Australia,Oceania,Asia Pacific,1784
20470,Jiangmen,Guangdong,China,Eastern Asia,Asia Pacific,1785
20480,Takamatsu,Kagawa,Japan,Eastern Asia,Asia Pacific,1786
20484,Wodonga,Victoria,Australia,Oceania,Asia Pacific,1787
20485,Surakarta,Jawa Tengah,Indonesia,Southeastern Asia,Asia Pacific,1788
20486,Kathmandu,Central,Nepal,Southern Asia,Asia Pacific,1789
20490,Harbin,Heilongjiang,China,Eastern Asia,Asia Pacific,1790
20491,Warangal,Telangana,India,Southern Asia,Asia Pacific,1791
20492,Pontianak,Kalimantan Barat,Indonesia,Southeastern Asia,Asia Pacific,1792
20494,Jieyang,Guangdong,China,Eastern Asia,Asia Pacific,1793
20498,Chigasaki,Kanagawa,Japan,Eastern Asia,Asia Pacific,1794
20499,Kamarhati,West Bengal,India,Southern Asia,Asia Pacific,1795
20501,Hanoi,Thủ Dô Hà Nội,Vietnam,Southeastern Asia,Asia Pacific,1796
20503,Qiqihar,Heilongjiang,China,Eastern Asia,Asia Pacific,1797
20504,Jayapura,Papua,Indonesia,Southeastern Asia,Asia Pacific,1798
20506,Dubbo,New South Wales,Australia,Oceania,Asia Pacific,1799
20508,Suzhou,Jiangsu,China,Eastern Asia,Asia Pacific,1800
20510,Townsville,Queensland,Australia,Oceania,Asia Pacific,1801
20511,Depok,Yogyakarta,Indonesia,Southeastern Asia,Asia Pacific,1802
20512,Hubli,Karnataka,India,Southern Asia,Asia Pacific,1803
20514,Leshan,Sichuan,China,Eastern Asia,Asia Pacific,1804
20515,Yicheng,Hubei,China,Eastern Asia,Asia Pacific,1805
20518,Dumai,Riau,Indonesia,Southeastern Asia,Asia Pacific,1806
20523,Changzhou,Jiangsu,China,Eastern Asia,Asia Pacific,1807
20528,Kabul,Kabul,Afghanistan,Southern Asia,Asia Pacific,1808
20529,Jaipur,Rajasthan,India,Southern Asia,Asia Pacific,1809
20533,Changchun,Jilin,China,Eastern Asia,Asia Pacific,1810
20536,Nowra,New South Wales,Australia,Oceania,Asia Pacific,1811
20542,Shanwei,Guangdong,China,Eastern Asia,Asia Pacific,1812
20557,Lahore,Punjab,Pakistan,Southern Asia,Asia Pacific,1813
20558,Jamshedpur,Jharkhand,India,Southern Asia,Asia Pacific,1814
20559,Kwinana,Western Australia,Australia,Oceania,Asia Pacific,1815
20560,Probolinggo,Jawa Timur,Indonesia,Southeastern Asia,Asia Pacific,1816
20561,Mildura,Victoria,Australia,Oceania,Asia Pacific,1817
20562,Funabashi,Chiba,Japan,Eastern Asia,Asia Pacific,1818
20566,Madurai,Tamil Nadu,India,Southern Asia,Asia Pacific,1819
20567,Pune,Maharashtra,India,Southern Asia,Asia Pacific,1820
20568,Xianning,Hubei,China,Eastern Asia,Asia Pacific,1821
20570,Surabaya,Jawa Timur,Indonesia,Southeastern Asia,Asia Pacific,1822
20571,Nanning,Guangxi,China,Eastern Asia,Asia Pacific,1823
20584,Hyderabad,Telangana,India,Southern Asia,Asia Pacific,1824
20585,Zhumadian,Henan,China,Eastern Asia,Asia Pacific,1825
20589,Anqing,Anhui,China,Eastern Asia,Asia Pacific,1826
20590,Daejeon,Daejeon,South Korea,Eastern Asia,Asia Pacific,1827
20592,Yiwu,Zhejiang,China,Eastern Asia,Asia Pacific,1828
20593,Xinyi,Guangdong,China,Eastern Asia,Asia Pacific,1829
20603,Bucheon,Gyeonggi,South Korea,Eastern Asia,Asia Pacific,1830
20604,Mumbai,Maharashtra,India,Southern Asia,Asia Pacific,1831
20608,Wuhai,Inner Mongolia,China,Eastern Asia,Asia Pacific,1832
20611,Dhaka,Dhaka,Bangladesh,Southern Asia,Asia Pacific,1833
20619,Bekasi,Jawa Barat,Indonesia,Southeastern Asia,Asia Pacific,1834
20621,Shantou,Guangdong,China,Eastern Asia,Asia Pacific,1835
20623,Lucknow,Uttar Pradesh,India,Southern Asia,Asia Pacific,1836
20625,Kunming,Yunnan,China,Eastern Asia,Asia Pacific,1837
20630,Guwahati,Assam,India,Southern Asia,Asia Pacific,1838
20637,Kowloon,Hong Kong,Hong Kong,Eastern Asia,Asia Pacific,1839
20641,Shaoxing,Zhejiang,China,Eastern Asia,Asia Pacific,1840
20643,Multan,Punjab,Pakistan,Southern Asia,Asia Pacific,1841
20644,Seoul,Seoul,South Korea,Eastern Asia,Asia Pacific,1842
20654,Xianyang,Shaanxi,China,Eastern Asia,Asia Pacific,1843
20662,Fuzhou,Fujian,China,Eastern Asia,Asia Pacific,1844
20663,Wuxi,Hunan,China,Eastern Asia,Asia Pacific,1845
20668,Koshigaya,Saitama,Japan,Eastern Asia,Asia Pacific,1846
20672,Beijing,Beijing,China,Eastern Asia,Asia Pacific,1847
20677,Faridabad,Haryana,India,Southern Asia,Asia Pacific,1848
20678,Singapore,Singapore,Singapore,Southeastern Asia,Asia Pacific,1849
20680,Yichun,Jiangxi,China,Eastern Asia,Asia Pacific,1850
20684,Ube,Yamaguchi,Japan,Eastern Asia,Asia Pacific,1851
20690,Durgapur,West Bengal,India,Southern Asia,Asia Pacific,1852
20692,Ezhou,Hubei,China,Eastern Asia,Asia Pacific,1853
20694,Gold Coast,Queensland,Australia,Oceania,Asia Pacific,1854
20698,Fushun,Liaoning,China,Eastern Asia,Asia Pacific,1855
20700,Geraldton,Western Australia,Australia,Oceania,Asia Pacific,1856
20701,Surat,Gujarat,India,Southern Asia,Asia Pacific,1857
20709,Medan,Sumatera Utara,Indonesia,Southeastern Asia,Asia Pacific,1858
20714,Mianyang,Sichuan,China,Eastern Asia,Asia Pacific,1859
20718,Caloundra,Queensland,Australia,Oceania,Asia Pacific,1860
20719,Naihati,West Bengal,India,Southern Asia,Asia Pacific,1861
20726,Bellary,Karnataka,India,Southern Asia,Asia Pacific,1862
20728,Yuncheng,Shanxi,China,Eastern Asia,Asia Pacific,1863
20729,Hapur,Uttar Pradesh,India,Southern Asia,Asia Pacific,1864
20730,Seremban,Negeri Sembilan,Malaysia,Southeastern Asia,Asia Pacific,1865
20741,Wollongong,New South Wales,Australia,Oceania,Asia Pacific,1866
20742,Tangshan,Hebei,China,Eastern Asia,Asia Pacific,1867
20744,Delhi,Delhi,India,Southern Asia,Asia Pacific,1868
20745,Dalian,Liaoning,China,Eastern Asia,Asia Pacific,1869
20749,Hyderabad,Sindh,Pakistan,Southern Asia,Asia Pacific,1870
20751,Allahabad,Uttar Pradesh,India,Southern Asia,Asia Pacific,1871
20754,Xuzhou,Jiangsu,China,Eastern Asia,Asia Pacific,1872
20756,Ichikawa,Chiba,Japan,Eastern Asia,Asia Pacific,1873
20757,Ranchi,Jharkhand,India,Southern Asia,Asia Pacific,1874
20759,Luoyang,Guangdong,China,Eastern Asia,Asia Pacific,1875
20764,Caloocan,National Capital,Philippines,Southeastern Asia,Asia Pacific,1876
20767,Whyalla,South Australia,Australia,Oceania,Asia Pacific,1877
20771,Khulna,Khulna,Bangladesh,Southern Asia,Asia Pacific,1878
20778,Valenzuela,National Capital,Philippines,Southeastern Asia,Asia Pacific,1879
20779,Brahmapur,Odisha,India,Southern Asia,Asia Pacific,1880
20780,Bhatpara,West Bengal,India,Southern Asia,Asia Pacific,1881
20789,Suzhou,Anhui,China,Eastern Asia,Asia Pacific,1882
20795,Bangalore,Karnataka,India,Southern Asia,Asia Pacific,1883
20798,Jodhpur,Rajasthan,India,Southern Asia,Asia Pacific,1884
20800,Ipoh,Perak,Malaysia,Southeastern Asia,Asia Pacific,1885
20811,Huaibei,Anhui,China,Eastern Asia,Asia Pacific,1886
20816,Xinzhou,Shanxi,China,Eastern Asia,Asia Pacific,1887
20823,Pasig,National Capital,Philippines,Southeastern Asia,Asia Pacific,1888
20824,Kawasaki,Fukuoka,Japan,Eastern Asia,Asia Pacific,1889
20826,Ujjain,Madhya Pradesh,India,Southern Asia,Asia Pacific,1890
20829,Datong,Shanxi,China,Eastern Asia,Asia Pacific,1891
20832,Avadi,Tamil Nadu,India,Southern Asia,Asia Pacific,1892
20834,Bhubaneswar,Odisha,India,Southern Asia,Asia Pacific,1893
20838,Quetta,Baluchistan,Pakistan,Southern Asia,Asia Pacific,1894
20850,Amravati,Maharashtra,India,Southern Asia,Asia Pacific,1895
20854,Mau,Madhya Pradesh,India,Southern Asia,Asia Pacific,1896
20863,Taytay,Calabarzon,Philippines,Southeastern Asia,Asia Pacific,1897
20871,Palu,Sulawesi Tengah,Indonesia,Southeastern Asia,Asia Pacific,1898
20874,Nakhon Ratchasima,Nakhon Ratchasima,Thailand,Southeastern Asia,Asia Pacific,1899
20875,Wagga Wagga,New South Wales,Australia,Oceania,Asia Pacific,1900
20876,Vijayawada,Andhra Pradesh,India,Southern Asia,Asia Pacific,1901
20878,Binjai,Sumatera Utara,Indonesia,Southeastern Asia,Asia Pacific,1902
20879,Huaiyin,Jiangsu,China,Eastern Asia,Asia Pacific,1903
20882,Shashi,Hubei,China,Eastern Asia,Asia Pacific,1904
20886,Bhatinda,Punjab,India,Southern Asia,Asia Pacific,1905
20889,Cairns,Queensland,Australia,Oceania,Asia Pacific,1906
20890,Chongqing,Chongqing,China,Eastern Asia,Asia Pacific,1907
20893,Lianyuan,Hunan,China,Eastern Asia,Asia Pacific,1908
20907,Busan,Busan,South Korea,Eastern Asia,Asia Pacific,1909
20913,Sargodha,Punjab,Pakistan,Southern Asia,Asia Pacific,1910
20915,Jinjiang,Fujian,China,Eastern Asia,Asia Pacific,1911
20922,Changwon,Gyeongsangnam,South Korea,Eastern Asia,Asia Pacific,1912
20932,Gorakhpur,Haryana,India,Southern Asia,Asia Pacific,1913
20938,Kalyan,Maharashtra,India,Southern Asia,Asia Pacific,1914
20939,Aurangabad,Bihar,India,Southern Asia,Asia Pacific,1915
20952,Pimpri,Maharashtra,India,Southern Asia,Asia Pacific,1916
20953,Bhilai,Chhattisgarh,India,Southern Asia,Asia Pacific,1917
20955,Ningbo,Zhejiang,China,Eastern Asia,Asia Pacific,1918
20962,Kandahar,Kandahar,Afghanistan,Southern Asia,Asia Pacific,1919
20963,Mangalore,Karnataka,India,Southern Asia,Asia Pacific,1920
20965,Karnal,Haryana,India,Southern Asia,Asia Pacific,1921
20967,Darwin,Northern Territory,Australia,Oceania,Asia Pacific,1922
20969,Kulti,West Bengal,India,Southern Asia,Asia Pacific,1923
20980,Fengcheng,Liaoning,China,Eastern Asia,Asia Pacific,1924
20984,Nanyang,Henan,China,Eastern Asia,Asia Pacific,1925
20989,Aksu,Xinjiang Uygur,China,Eastern Asia,Asia Pacific,1926
21009,Salem,Tamil Nadu,India,Southern Asia,Asia Pacific,1927
21015,Belgaum,Karnataka,India,Southern Asia,Asia Pacific,1928
21019,Chittagong,Chittagong,Bangladesh,Southern Asia,Asia Pacific,1929
21029,Zhenjiang,Jiangsu,China,Eastern Asia,Asia Pacific,1930
21032,Kuala Terengganu,Trengganu,Malaysia,Southeastern Asia,Asia Pacific,1931
21054,Colombo,Western,Sri Lanka,Southern Asia,Asia Pacific,1932
21062,Bacolod City,Western Visayas,Philippines,Southeastern Asia,Asia Pacific,1933
21070,Sandakan,Sabah,Malaysia,Southeastern Asia,Asia Pacific,1934
21084,Mandurah,Western Australia,Australia,Oceania,Asia Pacific,1935
21090,Qidong,Jiangsu,China,Eastern Asia,Asia Pacific,1936
21100,Balikpapan,Kalimantan Timur,Indonesia,Southeastern Asia,Asia Pacific,1937
21106,Nagpur,Maharashtra,India,Southern Asia,Asia Pacific,1938
21121,Ballarat,Victoria,Australia,Oceania,Asia Pacific,1939
21122,Haikou,Hainan,China,Eastern Asia,Asia Pacific,1940
21126,Edogawa-ku,Tokyo,Japan,Eastern Asia,Asia Pacific,1941
21129,Ratlam,Madhya Pradesh,India,Southern Asia,Asia Pacific,1942
21132,Katoomba,New South Wales,Australia,Oceania,Asia Pacific,1943
21133,Sukkur,Sindh,Pakistan,Southern Asia,Asia Pacific,1944
21135,Toyohashi,Aichi,Japan,Eastern Asia,Asia Pacific,1945
21137,Solapur,Maharashtra,India,Southern Asia,Asia Pacific,1946
21156,Deyang,Sichuan,China,Eastern Asia,Asia Pacific,1947
21160,Nellore,Andhra Pradesh,India,Southern Asia,Asia Pacific,1948
21161,Yancheng,Jiangsu,China,Eastern Asia,Asia Pacific,1949
21178,Suwon,Gyeonggi,South Korea,Eastern Asia,Asia Pacific,1950
21189,Jinan,Shandong,China,Eastern Asia,Asia Pacific,1951
21192,Asahikawa,Hokkaido,Japan,Eastern Asia,Asia Pacific,1952
21193,Yangzhou,Jiangsu,China,Eastern Asia,Asia Pacific,1953
21213,Gorakhpur,Uttar Pradesh,India,Southern Asia,Asia Pacific,1954
21214,Anshun,Guizhou,China,Eastern Asia,Asia Pacific,1955
21222,Qingdao,Shandong,China,Eastern Asia,Asia Pacific,1956
21229,Durg,Chhattisgarh,India,Southern Asia,Asia Pacific,1957
21230,Bhopal,Madhya Pradesh,India,Southern Asia,Asia Pacific,1958
21240,Bogor,Jawa Barat,Indonesia,Southeastern Asia,Asia Pacific,1959
21242,Mudanjiang,Heilongjiang,China,Eastern Asia,Asia Pacific,1960
21250,Hefei,Anhui,China,Eastern Asia,Asia Pacific,1961
21254,Nagasaki,Nagasaki,Japan,Eastern Asia,Asia Pacific,1962
21257,Chenzhou,Hunan,China,Eastern Asia,Asia Pacific,1963
21264,Hangu,Tianjin,China,Eastern Asia,Asia Pacific,1964
21273,Port Moresby,National Capital,Papua New Guinea,Oceania,Asia Pacific,1965
21274,Ulsan,Ulsan,South Korea,Eastern Asia,Asia Pacific,1966
21279,Bihar Sharif,Bihar,India,Southern Asia,Asia Pacific,1967
21291,Agra,Uttar Pradesh,India,Southern Asia,Asia Pacific,1968
21297,Gongzhuling,Jilin,China,Eastern Asia,Asia Pacific,1969
21304,Zigong,Sichuan,China,Eastern Asia,Asia Pacific,1970
21315,Mataram,Nusa Tenggara Barat,Indonesia,Southeastern Asia,Asia Pacific,1971
21316,Ludhiana,Punjab,India,Southern Asia,Asia Pacific,1972
21322,Kurashiki,Okayama,Japan,Eastern Asia,Asia Pacific,1973
21323,Armidale,New South Wales,Australia,Oceania,Asia Pacific,1974
21345,Bendigo,Victoria,Australia,Oceania,Asia Pacific,1975
21366,Murray Bridge,South Australia,Australia,Oceania,Asia Pacific,1976
21373,Bijapur,Karnataka,India,Southern Asia,Asia Pacific,1977
21383,Panihati,West Bengal,India,Southern Asia,Asia Pacific,1978
21387,Manado,Sulawesi Utara,Indonesia,Southeastern Asia,Asia Pacific,1979
21393,Devonport,Tasmania,Australia,Oceania,Asia Pacific,1980
21405,Ueda,Nagano,Japan,Eastern Asia,Asia Pacific,1981
21408,Kawagoe,Saitama,Japan,Eastern Asia,Asia Pacific,1982
21425,Kediri,Jawa Timur,Indonesia,Southeastern Asia,Asia Pacific,1983
21426,Linyi,Shandong,China,Eastern Asia,Asia Pacific,1984
21431,Baguio City,Cordillera,Philippines,Southeastern Asia,Asia Pacific,1985
21442,Handa,Aichi,Japan,Eastern Asia,Asia Pacific,1986
21443,Cainta,Calabarzon,Philippines,Southeastern Asia,Asia Pacific,1987
21462,Jining,Inner Mongolia,China,Eastern Asia,Asia Pacific,1988
21467,Bilaspur,Uttar Pradesh,India,Southern Asia,Asia Pacific,1989
21473,Quanzhou,Fujian,China,Eastern Asia,Asia Pacific,1990
21496,Hohhot,Inner Mongolia,China,Eastern Asia,Asia Pacific,1991
21499,Dehra Dun,Uttarakhand,India,Southern Asia,Asia Pacific,1992
21502,Amagasaki,Hyogo,Japan,Eastern Asia,Asia Pacific,1993
21503,Kollam,Kerala,India,Southern Asia,Asia Pacific,1994
21512,Jamnagar,Gujarat,India,Southern Asia,Asia Pacific,1995
21514,Huainan,Anhui,China,Eastern Asia,Asia Pacific,1996
21520,Tengzhou,Shandong,China,Eastern Asia,Asia Pacific,1997
21527,Samarinda,Kalimantan Timur,Indonesia,Southeastern Asia,Asia Pacific,1998
21543,Chengdu,Sichuan,China,Eastern Asia,Asia Pacific,1999
21544,Luohe,Henan,China,Eastern Asia,Asia Pacific,2000
21556,Jodhpur,Gujarat,India,Southern Asia,Asia Pacific,2001
21567,Lanzhou,Gansu,China,Eastern Asia,Asia Pacific,2002
21592,Xinshi,Hubei,China,Eastern Asia,Asia Pacific,2003
21600,Mau,Uttar Pradesh,India,Southern Asia,Asia Pacific,2004
21650,Xining,Qinghai,China,Eastern Asia,Asia Pacific,2005
21658,Bunbury,Western Australia,Australia,Oceania,Asia Pacific,2006
21659,Tongliao,Inner Mongolia,China,Eastern Asia,Asia Pacific,2007
21661,Yunyang,Henan,China,Eastern Asia,Asia Pacific,2008
21666,Luoyang,Henan,China,Eastern Asia,Asia Pacific,2009
21671,Saga,Saga,Japan,Eastern Asia,Asia Pacific,2010
21698,Purwokerto,Jawa Tengah,Indonesia,Southeastern Asia,Asia Pacific,2011
21701,Amritsar,Punjab,India,Southern Asia,Asia Pacific,2012
21702,Yichun,Heilongjiang,China,Eastern Asia,Asia Pacific,2013
21708,Tamworth,New South Wales,Australia,Oceania,Asia Pacific,2014
21721,Shenyang,Liaoning,China,Eastern Asia,Asia Pacific,2015
21723,Sylhet,Sylhet,Bangladesh,Southern Asia,Asia Pacific,2016
21735,Hangzhou,Zhejiang,China,Eastern Asia,Asia Pacific,2017
21742,Xiangfan,Hubei,China,Eastern Asia,Asia Pacific,2018
21759,Sagamihara,Kanagawa,Japan,Eastern Asia,Asia Pacific,2019
21769,Toowoomba,Queensland,Australia,Oceania,Asia Pacific,2020
21781,Chifeng,Inner Mongolia,China,Eastern Asia,Asia Pacific,2021
21787,San Jose del Monte,Central Luzon,Philippines,Southeastern Asia,Asia Pacific,2022
21789,Rohtak,Haryana,India,Southern Asia,Asia Pacific,2023
21790,Wuchuan,Guangdong,China,Eastern Asia,Asia Pacific,2024
21794,Rawalpindi,Punjab,Pakistan,Southern Asia,Asia Pacific,2025
21802,Suihua,Heilongjiang,China,Eastern Asia,Asia Pacific,2026
21809,Kota,Rajasthan,India,Southern Asia,Asia Pacific,2027
21811,Ichalkaranji,Maharashtra,India,Southern Asia,Asia Pacific,2028
21826,Goyang,Gyeonggi,South Korea,Eastern Asia,Asia Pacific,2029
21829,Tongchuan,Sichuan,China,Eastern Asia,Asia Pacific,2030
21833,Thane,Maharashtra,India,Southern Asia,Asia Pacific,2031
21835,Bacoor,Calabarzon,Philippines,Southeastern Asia,Asia Pacific,2032
21847,Coffs Harbour,New South Wales,Australia,Oceania,Asia Pacific,2033
21852,Fatehpur,Rajasthan,India,Southern Asia,Asia Pacific,2034
21856,Huadian,Jilin,China,Eastern Asia,Asia Pacific,2035
21868,Wenzhou,Zhejiang,China,Eastern Asia,Asia Pacific,2036
21894,Huangshan,Anhui,China,Eastern Asia,Asia Pacific,2037
21908,Ulan Bator,Ulaanbaatar,Mongolia,Eastern Asia,Asia Pacific,2038
21923,Patna,Bihar,India,Southern Asia,Asia Pacific,2039
21972,Nantong,Jiangsu,China,Eastern Asia,Asia Pacific,2040
21977,Guiping,Guangxi,China,Eastern Asia,Asia Pacific,2041
21978,Xinxiang,Henan,China,Eastern Asia,Asia Pacific,2042
21980,Tiruppur,Tamil Nadu,India,Southern Asia,Asia Pacific,2043
21986,Mount Isa,Queensland,Australia,Oceania,Asia Pacific,2044
22002,Pekalongan,Jawa Tengah,Indonesia,Southeastern Asia,Asia Pacific,2045
22005,Indore,Madhya Pradesh,India,Southern Asia,Asia Pacific,2046
22013,Antipolo,Calabarzon,Philippines,Southeastern Asia,Asia Pacific,2047
22018,Ulhasnagar,Maharashtra,India,Southern Asia,Asia Pacific,2048
22020,Jiaozuo,Henan,China,Eastern Asia,Asia Pacific,2049
22022,Vadodara,Gujarat,India,Southern Asia,Asia Pacific,2050
22029,Huaihua,Hunan,China,Eastern Asia,Asia Pacific,2051
22037,Ajmer,Rajasthan,India,Southern Asia,Asia Pacific,2052
22039,Anantapur,Andhra Pradesh,India,Southern Asia,Asia Pacific,2053
22052,Banda Aceh,Aceh,Indonesia,Southeastern Asia,Asia Pacific,2054
22086,Bengbu,Anhui,China,Eastern Asia,Asia Pacific,2055
22092,Korba,Chhattisgarh,India,Southern Asia,Asia Pacific,2056
22117,Forster,New South Wales,Australia,Oceania,Asia Pacific,2057
22119,Wuzhou,Guangxi,China,Eastern Asia,Asia Pacific,2058
22120,Sukabumi,Jawa Barat,Indonesia,Southeastern Asia,Asia Pacific,2059
22121,Gulbarga,Karnataka,India,Southern Asia,Asia Pacific,2060
22132,Anshan,Liaoning,China,Eastern Asia,Asia Pacific,2061
22138,Shangyu,Zhejiang,China,Eastern Asia,Asia Pacific,2062
22157,Cirebon,Jawa Barat,Indonesia,Southeastern Asia,Asia Pacific,2063
22166,Padang,Sumatera Barat,Indonesia,Southeastern Asia,Asia Pacific,2064
22170,Laohekou,Hubei,China,Eastern Asia,Asia Pacific,2065
22183,Chaoyang,Liaoning,China,Eastern Asia,Asia Pacific,2066
22188,Sunbury,Victoria,Australia,Oceania,Asia Pacific,2067
22189,Phuntsholing,Chukha,Bhutan,Southern Asia,Asia Pacific,2068
22191,Takatsuki,Osaka,Japan,Eastern Asia,Asia Pacific,2069
22224,Tawau,Sabah,Malaysia,Southeastern Asia,Asia Pacific,2070
22228,Warrnambool,Victoria,Australia,Oceania,Asia Pacific,2071
22229,Gujranwala,Punjab,Pakistan,Southern Asia,Asia Pacific,2072
22232,Shuangyashan,Heilongjiang,China,Eastern Asia,Asia Pacific,2073
22233,Traralgon,Victoria,Australia,Oceania,Asia Pacific,2074
22242,Jammu,Jammu and Kashmir,India,Southern Asia,Asia Pacific,2075
22247,Kupang,Nusa Tenggara Timur,Indonesia,Southeastern Asia,Asia Pacific,2076
22264,Albury,New South Wales,Australia,Oceania,Asia Pacific,2077
22292,Durgapur,Maharashtra,India,Southern Asia,Asia Pacific,2078
22315,Shizuishan,Ningxia,China,Eastern Asia,Asia Pacific,2079
22324,Yushu,Jilin,China,Eastern Asia,Asia Pacific,2080
22334,Licheng,Jiangsu,China,Eastern Asia,Asia Pacific,2081
22343,Banjarmasin,Kalimantan Selatan,Indonesia,Southeastern Asia,Asia Pacific,2082
22346,Takamatsu,Ishikawa,Japan,Eastern Asia,Asia Pacific,2083
22355,Himeji,Hyogo,Japan,Eastern Asia,Asia Pacific,2084
22374,Aewŏl-li,Jeju,South Korea,Eastern Asia,Asia Pacific,2085
22385,Mysore,Karnataka,India,Southern Asia,Asia Pacific,2086
22390,Matsubara,Oita,Japan,Eastern Asia,Asia Pacific,2087
22423,Zhuhai,Guangdong,China,Eastern Asia,Asia Pacific,2088
22429,Bhiwandi,Maharashtra,India,Southern Asia,Asia Pacific,2089
22442,Tieling,Liaoning,China,Eastern Asia,Asia Pacific,2090
22455,Ambon,Maluku,Indonesia,Southeastern Asia,Asia Pacific,2091
22468,Hengyang,Hunan,China,Eastern Asia,Asia Pacific,2092
22479,Malang,Jawa Timur,Indonesia,Southeastern Asia,Asia Pacific,2093
22488,Ninghai,Shandong,China,Eastern Asia,Asia Pacific,2094
22509,Matsudo,Chiba,Japan,Eastern Asia,Asia Pacific,2095
22521,Shahjahanpur,Uttar Pradesh,India,Southern Asia,Asia Pacific,2096
22537,Baranagar,West Bengal,India,Southern Asia,Asia Pacific,2097
22550,Bhilwara,Rajasthan,India,Southern Asia,Asia Pacific,2098
22569,Coimbatore,Tamil Nadu,India,Southern Asia,Asia Pacific,2099
22589,Griffith,New South Wales,Australia,Oceania,Asia Pacific,2100
22599,Liaoyang,Liaoning,China,Eastern Asia,Asia Pacific,2101
22600,Firozabad,Uttar Pradesh,India,Southern Asia,Asia Pacific,2102
22613,Tianjin,Tianjin,China,Eastern Asia,Asia Pacific,2103
22629,Sakai,Osaka,Japan,Eastern Asia,Asia Pacific,2104
22654,Handan,Hebei,China,Eastern Asia,Asia Pacific,2105
22689,Zhangjiakou,Hebei,China,Eastern Asia,Asia Pacific,2106
22695,Kaiyuan,Yunnan,China,Eastern Asia,Asia Pacific,2107
22705,Burnie,Tasmania,Australia,Oceania,Asia Pacific,2108
22721,Weifang,Shandong,China,Eastern Asia,Asia Pacific,2109
22756,Binzhou,Heilongjiang,China,Eastern Asia,Asia Pacific,2110
22809,Shulan,Jilin,China,Eastern Asia,Asia Pacific,2111
22811,Xi'an,Shaanxi,China,Eastern Asia,Asia Pacific,2112
22820,Kaifeng,Henan,China,Eastern Asia,Asia Pacific,2113
22822,Queanbeyan,New South Wales,Australia,Oceania,Asia Pacific,2114
22827,Etawah,Uttar Pradesh,India,Southern Asia,Asia Pacific,2115
22829,Penglai,Shandong,China,Eastern Asia,Asia Pacific,2116
22834,Liaocheng,Shandong,China,Eastern Asia,Asia Pacific,2117
22869,Port Macquarie,New South Wales,Australia,Oceania,Asia Pacific,2118
22879,Jilin,Jilin,China,Eastern Asia,Asia Pacific,2119
22882,Gujrat,Punjab,Pakistan,Southern Asia,Asia Pacific,2120
22890,Zhanjiang,Guangdong,China,Eastern Asia,Asia Pacific,2121
22920,Patiala,Punjab,India,Southern Asia,Asia Pacific,2122
22927,Neijiang,Sichuan,China,Eastern Asia,Asia Pacific,2123
22933,Chandigarh,Chandigarh,India,Southern Asia,Asia Pacific,2124
22949,Liaoyuan,Jilin,China,Eastern Asia,Asia Pacific,2125
22962,Wenling,Zhejiang,China,Eastern Asia,Asia Pacific,2126
22965,Gladstone,Queensland,Australia,Oceania,Asia Pacific,2127
22977,Meerut,Uttar Pradesh,India,Southern Asia,Asia Pacific,2128
22986,Palmerston,Northern Territory,Australia,Oceania,Asia Pacific,2129
23018,Yueyang,Hunan,China,Eastern Asia,Asia Pacific,2130
23035,Yokkaichi,Oita,Japan,Eastern Asia,Asia Pacific,2131
23038,Visakhapatnam,Andhra Pradesh,India,Southern Asia,Asia Pacific,2132
23069,Panipat,Haryana,India,Southern Asia,Asia Pacific,2133
23076,Xingtai,Hebei,China,Eastern Asia,Asia Pacific,2134
